음식id,칼로리,음식명,단백질,지방,탄수화물,당류,콜레스트롤
7958,272,피자_직화불고기 피자 더블치즈크러스트,14.33,,,2.01,
7962,275,피자_직화불고기 피자 프리미엄 오리지널,12.97,,,2.56,
7955,250,피자_직화매운갈비 피자,14.39,,28.03,8.33,29.55
7963,273,피자_직화불고기 피자 프리첼 치즈,10.48,,,6.19,
7966,259,피자_직화홀릭바베큐 피자,14.15,,,4.72,
7988,351,피자_찐페퍼로니 피자 씬 크러스트,16.93,,,2.64,
7991,231,피자_채소콤비네이션 피자,10.14,,,4.72,
7993,261,피자_청양핫불고기 피자,14.41,,,5.41,
7994,239,피자_체다 스테이크 피자,13.61,,,5.82,
7995,274,피자_체다 온 더 베이컨 피자,15.63,,,3.38,
8000,270,피자_체다골드포테이토 피자 씬바샤삭,11.21,,,4.67,
8009,272,피자_체다치즈베이컨 피자,13.69,,,4.48,
8010,256,피자_체다콘치즈 피자,11.85,,30.22,5.22,14.46
8012,259,피자_체다파인애플 피자 골드스윗,11.11,,,7.94,
8013,257,피자_체다파인애플 피자 리코타링,11.3,,,7.83,
8014,249,피자_체다파인애플 피자 석쇠,10.68,,,7.77,
8015,288,피자_체다파인애플 피자 씬바샤삭,12.8,,,7.93,
8016,247,피자_체다파인애플 피자 치즈링,11.86,,,6.78,
8018,257,피자_충성콤비네이션 피자,13.76,,,4.59,
8035,272,피자_치즈 피자 더블치즈 페퍼로니 엣지,13.6,10.11,26.55,2.69,17.92
8025,338,피자_치즈 러버 피자 씬,16.57,,,3.71,
8026,286,피자_치즈 러버 피자 오리지널,13.97,,,3.1,
8027,291,피자_치즈 러버 피자 오리지널 파마산 치즈,14.61,,,3,
8028,316,피자_치즈 러버 피자 팬,12.55,,,2.98,
8041,305,피자_치즈 피자 슈퍼시드 화이버 버스트 오리지널,14.13,10.09,29.29,3.83,21.24
8042,246,피자_치즈 피자 슈퍼시드 화이버 오리지널,11,7.15,34.04,2.9,13.83
8044,304,피자_치즈 피자 슈화 더블 치즈 피자 페퍼로니 엣지,14.75,11.14,27.85,2.91,20.35
8049,273,피자_치즈 피자 치즈버스트 나폴리,13.41,14.05,23.11,3.56,27.8
8050,265,피자_치즈 피자 치즈버스트 오리지널,12.03,11.51,28.42,3.49,21.86
8051,247,피자_치즈 피자 크레이프 샌드 피자,9.5,11.09,27.18,5,21.63
8064,280,피자_치즈왕창 피자,14.87,,,4.62,
8066,274,피자_치즈팡 팬,15.03,,,3.45,
8031,300,피자_치즈 피자 골드스윗,13.86,,,4.95,
8033,267,피자_치즈 피자 더블치즈 엣지,13.09,10.94,28.21,2.8,22.44
8037,302,피자_치즈 피자 리코타링,13.89,,,4.44,
8040,299,피자_치즈 피자 석쇠,14.19,,,3.87,
8046,360,피자_치즈 피자 씬바샤삭,16.67,,,3.51,
8048,290,피자_치즈 피자 치즈링,15.68,,,3.24,
8086,262,피자_치즈후라이 피자,10.23,,,5.09,
8088,266,피자_치킨 바베큐 피자 골드링,14.09,,,6.13,
8089,278,피자_치킨 바베큐 피자 골드링씬,12.41,,,4.34,
8090,280,피자_치킨 바베큐 피자 씬,13.73,,,1.62,
8091,251,피자_치킨 바베큐 피자 오리지널,11.92,,,3.97,
8092,259,피자_치킨 바베큐 피자 치즈롤,13.95,,,3.03,
8093,139,피자_치킨 피자,7.86,,,2.35,
8105,317,피자_치킨할라피뇨 피자 씬바샤삭,17.36,,,5.79,
8108,267,피자_치폴레쉬림프디트로이트,12.82,15.38,21.79,0.64,0
8113,303,피자_칠리불갈비 피자 씬바샤삭,16.35,,,5.66,
8126,282,피자_케미콤보 피자 씬,12.75,,,3.58,
8130,228,피자_케이준더블쉬림프 피자 더블치즈크러스트,13.75,,,2.75,
8131,226,피자_케이준더블쉬림프 피자 리치골드,12.05,,,4.04,
8132,232,피자_케이준더블쉬림프 피자 리치골드 M,12.26,,,4.44,
8135,218,피자_케이준더블쉬림프 피자 프리미엄 오리지널,12.52,,,3.33,
8136,225,피자_케이준더블쉬림프 피자 프리첼 치즈,10.46,,,6.14,
8143,279,피자_콘마요 피자,10.56,,,6.36,
8144,307,피자_콘치즈 피자,9.89,,,4.47,
8145,259,피자_콤비X콤비네이션 피자,14.17,,,5.32,
8146,302,피자_콤비네이션 1958 피자 씬,15.19,,,3.16,
8147,267,피자_콤비네이션 1958 피자 오리지널,13.33,,,2.84,
8148,271,피자_콤비네이션 1958 피자 오리지널 파마산 치즈,13.9,,,2.76,
8149,294,피자_콤비네이션 1958 피자 팬,12.11,,,2.75,
8150,252,피자_콤비네이션 1인피자,12.78,,,4.03,
8156,280,피자_콤비네이션+LA BBQ불고기 피자 오리지날,13.8,,,2.95,
8155,301,피자_콤비네이션+LA BBQ불고기 피자 씬,15.51,,,3.33,
8157,267,피자_콤비네이션+LA BBQ불고기 피자 오리지널 파마산엣지,13.72,,,2.84,
8158,294,피자_콤비네이션+LA BBQ불고기 피자 팬,12.33,,,2.87,
8159,318,피자_콤비네이션+페페로니 피자 씬,14.96,,,3.45,
8160,269,피자_콤비네이션+페페로니 피자 오리지널,12.73,,,2.89,
8161,269,피자_콤비네이션+페페로니 피자 오리지널 파마산엣지,12.95,,,2.8,
8162,297,피자_콤비네이션+페페로니 피자 팬,11.49,,,2.79,
8163,243,피자_콤비네이션바이트 피자,12.57,,,4.64,
8170,280,피자_크랩&립하우스 피자 더블치즈 페퍼로니 엣지,12.92,13.8,26.34,2.69,28.81
8168,290,피자_크랩&립하우스 피자 나폴리,11.91,13.92,29.3,4.18,28.21
8169,277,피자_크랩&립하우스 피자 더블치즈 엣지,12.46,12.06,29.6,2.78,27.79
8171,322,피자_크랩&립하우스 피자 슈퍼시드 화이버 버스트 오리지널,13.75,12.1,29.61,6.42,28
8172,270,피자_크랩&립하우스 피자 슈퍼시드 화이버 오리지널,11,10,33.73,5.6,23.05
8173,321,피자_크랩&립하우스 피자 슈화 더블 치즈 페퍼로니 엣지,14.3,13,28.33,5.51,27.15
8174,322,피자_크랩&립하우스 피자 씬,11.7,19.72,24.25,7.69,29.08
8175,275,피자_크랩&립하우스 피자 오리지널,11.4,11.37,31.67,3.84,25.83
8176,289,피자_크랩&립하우스 피자 치즈버스트 나폴리,12.83,15.92,23.67,3.03,32.43
8177,281,피자_크랩&립하우스 피자 치즈버스트 오리지널,11.92,13.09,28.77,3.72,26.22
8181,342,피자_크리스피 치즈 트리플 피자 씬,15.94,,,2.08,
8182,324,피자_크리스피 치즈 페퍼로니 피자 씬,14.66,,,2.44,
8185,323,피자_크림치즈고르곤졸라 피자,3.15,,,1.62,
8186,273,피자_크림치즈볼 피자 골드스윗,11.69,,,7.79,
8187,275,피자_크림치즈볼 피자 리코타링,11.97,,,7.75,
8188,269,피자_크림치즈볼 피자 석쇠,11.54,,,7.69,
8189,297,피자_크림치즈볼 피자 씬바샤삭,10.19,,,6.48,
8190,266,피자_크림치즈볼 피자 치즈링,12.41,,,6.9,
8191,246,피자_크림치즈포테이토 피자,7.59,,,7.59,
8193,285,피자_킬바사소세지 피자,12.83,,,4.55,
8194,233,피자_킹 브레드 쉬림프 골드 칠리 피자 골드 칠리,13.38,,,3.72,
8195,229,피자_킹 브레드 쉬림프 골드 칠리 피자 노엣지,13.74,,,3.03,
8196,239,피자_킹 브레드 쉬림프 골드 칠리 피자 에그타르트,12.52,,,5.39,
8197,233,피자_킹 브레드 쉬림프 골드 칠리 피자 치즈캡,14.69,,,2.73,
8198,234,피자_킹 브레드 쉬림프 골드 칠리 피자 크림치즈,12.33,,,4.27,
8204,246,피자_킹새우통치킨 피자,12.45,,,4.56,
8206,233,피자_킹쉬림프 피자,10.06,,,4,
8213,259,피자_텍사스 풀드포크 피자,15.32,,,5.57,
8214,205,피자_토핑농장 피자,10,,,7.95,
8215,257,피자_토핑킹 피자 더블치즈크러스트,14.46,,,2.95,
8216,253,피자_토핑킹 피자 리치골드,12.73,,,4.19,
8217,258,피자_토핑킹 피자 리치골드 M,12.88,,,4.6,
8218,257,피자_토핑킹 피자 프리미엄 오리지널,13.59,,,3.67,
8219,255,피자_토핑킹 피자 프리첼 치즈,11.32,,,6.29,
8220,252,피자_토핑킹&수퍼슈프림 피자 더블치즈크러스트,13.95,,,2.61,
8221,249,피자_토핑킹&수퍼슈프림 피자 리치골드,12.15,,,3.93,
8222,250,피자_토핑킹&수퍼슈프림 피자 프리미엄 오리지널,12.83,,,3.17,
8223,251,피자_토핑킹&수퍼슈프림 피자 프리첼 치즈,10.6,,,6.07,
8227,259,피자_통베이컨할라피뇨 피자,14.66,,,3.45,
8228,282,피자_통삽겹파인 피자,13.45,,,5.88,
8229,237,피자_통새우 피자,12.37,,,4.64,
8233,226,피자_트러플머쉬룸 피자,10.42,7.29,29.57,2.08,17.19
8236,275,피자_트러플베이컨 피자,11.58,,,6.86,
8243,284,피자_트리플치즈프라이 피자,10.22,,,4.38,
8257,241,피자_트윈폴더 피자 씬,13.53,,,5.26,
8262,254,피자_패티크러쉬 피자,13.15,,,4.04,
8265,241,피자_펍스리라차 피자,12.36,,,4.03,
8266,261,피자_페스티벌 피자 골드스윗,13.82,,,7.32,
8267,260,피자_페스티벌 피자 리코타링,14.29,,,7.14,
8268,251,피자_페스티벌 피자 석쇠,14,,,7,
8269,278,피자_페스티벌 피자 씬바샤삭,13.95,,,6.2,
8270,250,피자_페스티벌 피자 치즈링,14.78,,,6.09,
8295,299,피자_페퍼로니 피자 골드링,12.87,,,7.15,
8296,312,피자_페퍼로니 피자 골드링씬,11.58,,,5.07,
8300,279,피자_페퍼로니 피자 더블치즈 페퍼로니 엣지,13.16,13.46,23.63,2.13,25.26
8298,275,피자_페퍼로니 피자 더블치즈 엣지,12.68,13.77,25.1,2.21,23.6
8306,328,피자_페퍼로니 피자 슈퍼시드 화이버 버스트 오리지널,15.38,13.76,25.61,3.45,23.32
8307,274,피자_페퍼로니 피자 슈퍼시드 화이버 오리지널,12.5,11.9,29.11,2.6,17.08
8308,326,피자_페퍼로니 피자 슈화 더블 치즈 페퍼로니 엣지,15.9,14.69,24.32,2.62,22.48
8290,265,피자_페퍼로니 시카고 피자,12.85,,,5.34,
8311,291,피자_페퍼로니 피자 치즈롤,12.74,,,3.54,
8312,284,피자_페퍼로니 피자 치즈버스트 나폴리,13.43,16.55,20.26,2.33,30.33
8313,275,피자_페퍼로니 피자 치즈버스트 오리지널,12.43,14.44,23.8,2.38,25.61
8291,319,피자_페퍼로니 플러스 1인피자,14.83,,,4.59,
8320,374,피자_페페로니 러버 피자 씬,16.76,,,3.82,
8321,306,피자_페페로니 러버 피자 오리지널,14.04,,,3.16,
8322,310,피자_페페로니 러버 피자 오리지널 파마산 치즈,14.69,,,3.05,
8323,332,피자_페페로니 러버 피자 팬,12.47,,,3.12,
8335,312,피자_페페로니&할라피뇨 피자 씬,13.12,,,4.96,
8331,343,피자_페페로니 피자 씬바샤삭,16.67,,,3.33,
8336,245,피자_포게더 피자 골드,11.15,,,7.07,
8337,251,피자_포게더 피자 에그타르트,10.35,,,8.63,
8338,244,피자_포게더 피자 오리진,11.18,,,6.89,
8339,246,피자_포게더 피자 치즈캡,12.31,,,6.25,
8340,246,피자_포게더 피자 크림치즈,10.23,,,7.48,
8346,230,피자_포테이토 피자 골드 에그타르트,11.19,,,5.91,
8350,241,피자_포테이토 피자 더블치즈 페퍼로니 엣지,11.56,11.07,22.34,2.36,19.13
8349,237,피자_포테이토 피자 더블치즈 엣지,11.14,12.2,20.61,2.43,20.77
8359,265,피자_포테이토 피자 슈퍼시드 화이버 버스트 오리지널,11.27,10.59,24.29,3.17,19.52
8360,223,피자_포테이토 피자 슈퍼시드 화이버 오리지널,9,8.67,26.71,2.5,14.19
8361,266,피자_포테이토 피자 슈화 더블 치즈 페퍼로니 엣지,11.79,11.35,23.28,2.52,18.88
8369,249,피자_포테이토 피자 치즈버스트 나폴리,11,14.3,19.13,2.69,25.92
8370,232,피자_포테이토 피자 치즈버스트 오리지널,10.09,12.05,20.87,3.29,22.41
8382,253,피자_포테이토베이컨골드 피자,12.36,,24.16,5.06,28.65
8381,242,피자_포테이토베이컨 피자,12.6,,,5.93,
8347,286,피자_포테이토 피자 골드스윗,12.39,,,5.31,
8351,290,피자_포테이토 피자 리코타링,12.87,,,4.95,
8358,284,피자_포테이토 피자 석쇠,12.36,,,5.06,
8363,347,피자_포테이토 피자 씬바샤삭,15.79,,,3.76,
8368,278,피자_포테이토 피자 치즈링,13.46,,,3.85,
8385,246,피자_포텐 피자,11.64,,,5.81,
8386,311,피자_폭탄페퍼로니 피자,16.22,,,3.6,
8388,226,피자_폴드포크BBQ 피자,4.85,,,4.05,
8397,270,피자_풀소유 피자,5.22,,,5.19,
8399,246,피자_프레드 피자,13.47,,,4.28,
8400,322,피자_프렌치밤 피자,14.22,,,6.79,
8401,288,피자_프리미엄 직화불고기 피자 골드링,13.63,,,8.61,
8402,301,피자_프리미엄 직화불고기 피자 골드링씬,12.35,,,6.54,
8403,304,피자_프리미엄 직화불고기 피자 씬,13.23,,,1.89,
8404,272,피자_프리미엄 직화불고기 피자 오리지널,12.09,,,5.58,
8405,281,피자_프리미엄 직화불고기 피자 치즈롤,13.48,,,4.26,
8409,263,피자_필라치즈불고기 피자,15.39,,29.74,6.26,22.7
8411,255,피자_하와이간안다다씨 피자,14.71,,,5.88,
8414,247,피자_하와이안 피자 골드링,11.36,,,9.47,
8415,259,피자_하와이안 피자 골드링씬,10.22,,,6.39,
8416,260,피자_하와이안 피자 씬,10.82,,,2.5,
8418,241,피자_하와이안 피자 치즈롤,11.25,,,4.38,
8419,223,피자_하와이안나이트 피자,4.59,,,2.88,
8423,246,피자_하와이안스페셜 1인피자,9.02,,,6.24,
8458,341,피자_할라 페페로니 러버 피자 씬,15.13,,,3.45,
8459,288,피자_할라 페페로니 러버 피자 오리지널,13.11,,,2.95,
8460,294,피자_할라 페페로니 러버 피자 오리지널 파마산 치즈,13.83,,,2.87,
8461,318,피자_할라 페페로니 러버 피자 팬,11.84,,,2.96,
8462,270,피자_할라로니 피자,14.67,,,4.2,
8465,256,피자_할라피뇨 페이버릿 피자,14.45,,,3.62,
8497,252,피자_핫베이컨할라피뇨 피자,13.43,,26.87,7.46,24.63
8510,148,피자_핫치킨바베큐 피자,5.72,,,3.1,
8512,297,피자_핫치킨페스츄리 피자,13.33,,,5.33,
8515,236,피자_핫칠리서오릉갈비 피자,10.6,,,5.47,
8516,211,피자_핫칠리킹쉬림프 피자,9.77,,,3.71,
8534,239,피자_허니고르곤 피자,13.33,,,2.22,
8535,276,피자_허니리코타 시카고 피자,11.99,,,7.95,
8536,316,피자_허니멜로 스윗포테이토 피자,11.64,,32.88,8.9,0.14
8539,224,피자_허리케인골드 피자,10.66,,,2.71,
8540,328,피자_허리케인포테이토 피자,13.82,,33.14,2.65,14.8
8547,290,피자_홍대 피자 씬바샤삭,12.7,,,4.23,
8549,231,피자_홍페퍼치노 피자,11.23,,,3.84,
8550,242,피자_화이트갈릭 피자,11.86,,,2.71,
8554,278,피자_흥부박포테이토 피자 골드스윗,10.81,,,7.43,
8555,281,피자_흥부박포테이토 피자 리코타링,11.03,,,7.35,
8556,276,피자_흥부박포테이토 피자 석쇠,10.48,,,7.26,
8557,303,피자_흥부박포테이토 피자 씬바샤삭,10.89,,,7.92,
8558,272,피자_흥부박포테이토 피자 치즈링,11.51,,,6.47,
8566,259,피자빵_볼로네제미트 브레드,10.34,,,6.21,
8567,267,피자빵_사각피자빵,6.67,,,10.37,
8568,307,피자빵_소시지피자빵,12,,,4,
8569,273,피자빵_이탈리안 피자,17.87,,,1.28,
8570,260,피자빵_쫄깃한피자빵,5,14,31,5,5
8571,241,피자빵_치즈치킨롤 피자,9.81,,,5.14,
8574,305,피자빵_피자빵,11,,,6,
8565,286,피자빵_바토베듬뿍베이글피자,7.14,13.39,33.04,7.14,17.86
8572,236,피자빵_치킨치즈롤,10.34,,,5.91,
8573,229,피자빵_피자 페스츄리 붕어빵,6.15,,26.92,3.85,
8575,373,피자빵_햄치콘듬뿍베이글피자,8.96,26.12,25.37,4.48,33.58
8581,257,핫도그_갈릭 핫도그,5,,,7,
8584,235,핫도그_뉴욕칠리 핫도그,8.65,,,4.86,
8588,220,핫도그_맥앤치즈 핫도그,7.93,,,3.66,
8589,258,핫도그_멕시칸 칠리 핫도그,10.22,11.56,28,8.44,29.78
8593,310,핫도그_못난이찹쌀매콤 핫도그,9.09,,,4.27,
8594,280,핫도그_못난이찹쌀모짜렐라치즈 핫도그,9.26,,,8,
8592,295,핫도그_못난이찹쌀 핫도그,8.63,,,7.89,
8595,440,핫도그_미니치즈찰도그,9.23,,,7.69,
8597,260,핫도그_소시지 치즈 롤 핫도그,8.24,,,7.77,
8598,302,핫도그_스윗콘에그 핫도그,10.86,,,5.14,
8599,267,핫도그_오리지날 핫도그,5.6,14.4,28.8,4.8,4
8601,261,핫도그_오리지널 핫도그 매콤치즈,5.83,,,5,
8602,309,핫도그_오리지널 핫도그 치즈,5.83,,,4.17,
8600,310,핫도그_오리지널 핫도그,10.3,14.55,34.55,10.91,3.64
8603,354,핫도그_왕빅도그오리지날,8,,,2,
8604,325,핫도그_쫄깃한핫도그빵,6,,,4,
8606,266,핫도그_치즈츄로덕,8.48,,,3.64,
8609,265,핫도그_칠리앤치즈 핫도그,12.67,,,7.33,
8610,265,핫도그_칠리츄로덕,8.48,,,6.06,
8607,235,핫도그_칠리 핫도그,5,,,10,
8611,274,핫도그_콘 소시지 핫도그,8.83,,,5.59,
8612,269,핫도그_콘어니언 핫도그,12.14,,,7.86,
8616,220,핫도그_토마토칠리 핫도그,8.54,,,5.49,
8617,322,핫도그_통소시지감자핫도그,7.03,,,4.86,
8618,248,핫도그_플레인 핫도그,5,,,7,
8619,275,핫도그_핫도그,8.55,,,8.02,
8582,226,핫도그_갈릭치즈 핫도그,10,,,5.24,
8585,263,핫도그_달콤 어니언 핫도그,10.24,,,8.78,
8586,264,핫도그_롤핫도그,10,,,0.91,
8587,282,핫도그_매콤 칠리 핫도그,12,,,8.57,
8591,294,핫도그_모짜렐라&소시지반반핫도그,11.25,13.75,31.25,7.5,18.75
8596,220,핫도그_미트칠리 핫도그,8.54,,,5.49,
8605,266,핫도그_치즈덕,8.48,16.36,21.21,3.64,
8608,265,핫도그_칠리덕,8.48,15.76,22.42,6.06,
8613,239,핫도그_킹불소고,10,,,6,
8614,239,핫도그_킹콘소고,10,,,5.2,
8615,313,핫도그_타피오카쫀도그,8.21,,31.43,3.28,
8620,401,핫도그_회오리 핫도그,7.5,,50.83,8.33,
8660,365,허니브레드_갈릭 버터 브레드,10.42,12.5,53.13,4.17,5.21
8661,273,허니브레드_갈릭 치즈 브레드,7.2,,,7.6,
8662,392,허니브레드_갈릭&치즈 브레드,6.88,,,20.97,
8663,408,허니브레드_갈릭버터 브레드,8.42,,,5.26,
8664,214,허니브레드_갈릭부기 브레드,9.41,,,4.71,
8665,323,허니브레드_갈릭치즈 허니브레드,12.31,7.69,,,
8666,369,허니브레드_갈릭치즈브레드,11.01,,,5.34,
8667,259,허니브레드_긴 밤 브레드,7.41,,,7.41,
8668,309,허니브레드_리치골드브레드,12.96,,,8.04,
8669,336,허니브레드_메이플 넛 브레드,7.14,,,12.61,
8670,327,허니브레드_메이플 허니브레드,6.07,10.71,,15.36,
8671,239,허니브레드_무화과브레드&이즈니버터,7.88,,,7.27,
8672,320,허니브레드_미니 허니브레드 초코,5.92,,,19.24,
8673,324,허니브레드_미니 허니브레드 카라멜,6.5,,,19.17,
8674,330,허니브레드_미니 허니브레드 플레인,7.69,,,15.37,
8675,202,허니브레드_베리 브레드,2.83,,,15.43,
8676,214,허니브레드_살사부기 브레드,9.41,,,4.71,
8677,218,허니브레드_생딸기 크림 브레드,3.81,,,2.86,
8678,191,허니브레드_생크림 딸기 브래드,2.83,,,7.2,
8679,225,허니브레드_생크림 망고 브래드,3.06,,,14.17,
8680,306,허니브레드_스모크드 소시지 브레드,8.24,,,4.12,
8681,443,허니브레드_시나몬 멜츠 브레드,7.27,,,28.18,
8682,305,허니브레드_애플 시나몬 허니 브레드,4,,,15,
8683,433,허니브레드_올리브치즈브레드,19.26,,,1.48,
8684,257,허니브레드_젤라또 브레드,6.96,,,9.57,
8685,299,허니브레드_카라멜 시나몬 브레드,6.4,,,9.85,
8686,381,허니브레드_카라멜브레드,6.63,,,13.26,
8687,217,허니브레드_토피넛 브레드,4.01,,,20.43,
8688,354,허니브레드_피넛버터브레드,10.98,,,7.95,
8689,433,허니브레드_허니 넛트 브레드,7.02,28.51,37.72,10.53,47.37
8690,404,허니브레드_허니 버터 브레드,8.15,17.78,51.48,10,8.52
8691,310,허니브레드_허니 브레드+생크림,4.29,,,14.29,
8692,290,허니브레드_허니 브레드+젤라또,4,,,16,
8693,318,허니브레드_허니 카라멜 브레드,6.11,,,11.92,
8694,416,허니브레드_허니버터 브레드,8.42,,,12.63,
8695,308,허니브레드_허니브래드,6.09,,,7.17,
8696,322,허니브레드_허니브레드,6.14,,,6.51,
8697,340,허니브레드_허니브레드볼,5.92,,,7.65,
8698,310,허니브레드_허니초코브레드,4.44,,,6.81,
8699,312,허니브레드_허니카라멜브레드,4.4,,,8.97,
8774,250,호떡_꿀호떡,7.14,,,5.71,
8775,183,호떡_아이스크림 호떡,4.91,,,4.56,
8778,324,호떡_흑당가득품은호떡,8.57,,,20,
8776,306,호떡_쫀득고구마호떡,2.72,,,17.69,
8777,377,호떡_쫀득흑당호떡,5.45,17.27,51.82,20.91,0
8780,273,호밀빵_무화과 통밀 로프,5.91,,,19.09,
8781,226,호밀빵_행복드림,4.85,,,11.21,
8782,295,호밀빵_호두호밀브레드,9,,,6,
8779,263,호밀빵_멀티그레인 호밀브레드,8,8,37.33,2.67,0
8852,271,효모빵_건포도 천연효모빵,7.04,3.17,54.93,13.38,0
8854,240,효모빵_건포도천연효모빵,6,,,10,
8856,266,효모빵_쫄깃한 천연효모빵,9.57,,,3.72,
8853,272,효모빵_건포도 토종효모빵,6.67,3.16,55.09,13.68,0
8855,266,효모빵_쫄깃담백 토종효모빵,9.66,3.45,48.97,3.45,0
2643,309,비스킷/쿠키/크래커_5가지 스낵 & 3way 파우치,3.36,,,12.75,
2645,429,비스킷/쿠키/크래커_그릭요거트그래놀라바,5.71,12.86,71.43,25.71,8.57
2646,500,비스킷/쿠키/크래커_꿀오란다,13.33,26.67,53.33,23.33,4.33
2647,547,비스킷/쿠키/크래커_다크 초콜릿 카우보이 쿠키,5.88,,,34.12,
2649,492,비스킷/쿠키/크래커_더블 치즈 베이글 칩,10,,,23.33,
2652,400,비스킷/쿠키/크래커_라이스 칩 블루베리잼,8.57,,,,
2653,474,비스킷/쿠키/크래커_록키로드쿠키,5.26,,,34.21,
2655,454,비스킷/쿠키/크래커_마카다미아 쿠키,7.14,,,37.14,
2656,529,비스킷/쿠키/크래커_마카다미아넛 쿠키,5.71,,,31.43,
2657,487,비스킷/쿠키/크래커_마카다미아넛쿠키,5.26,,,31.58,
2659,439,비스킷/쿠키/크래커_말차스모어 쿠키,7.52,,,26.32,
2661,450,비스킷/쿠키/크래커_베리화이트초코 쿠키,5.71,,,27.14,
2662,495,비스킷/쿠키/크래커_베어베터 쿠키,6.18,22.73,65.45,30,0
2663,418,비스킷/쿠키/크래커_베이글칩 갈릭버터,11.67,,,18.33,
2664,443,비스킷/쿠키/크래커_베이글칩 허니버터,11.67,,,18.33,
2665,481,비스킷/쿠키/크래커_브라우니 쿠키,5.41,,,35.14,
2666,535,비스킷/쿠키/크래커_쇼콜라 쿠키,8,,,17,
2670,529,비스킷/쿠키/크래커_아몬드튀일,12.82,,,30.77,
2674,447,비스킷/쿠키/크래커_오트밀레이즌쿠키,5.26,,,34.21,
2676,507,비스킷/쿠키/크래커_월넛초코칩 쿠키,7.14,,,30,
2678,450,비스킷/쿠키/크래커_진한 초코 쿠키,8,,,20,
2679,133,비스킷/쿠키/크래커_청크 초콜릿 쿠키 틴 세트,1.25,,,13.75,
2680,500,비스킷/쿠키/크래커_초코마카다미아 쿠키,7.14,,,28.57,
2681,435,비스킷/쿠키/크래커_초코스모어 쿠키,7.52,,,25.56,
2683,514,비스킷/쿠키/크래커_초콜렛청크 쿠키,5.71,,,34.29,
2684,474,비스킷/쿠키/크래커_초콜렛칩청크쿠키,5.26,,,34.21,
2685,490,비스킷/쿠키/크래커_초콜릿 월넛 돔 쿠키,5.56,,,37.78,
2687,456,비스킷/쿠키/크래커_초콜릿칩 쿠키,4.29,,,32.86,
2688,444,비스킷/쿠키/크래커_촉촉 크림치즈 쿠키,6,,,20,
2691,506,비스킷/쿠키/크래커_코코넛 사브레,4.71,,,20,
2690,516,비스킷/쿠키/크래커_코코넛 로쉐,6.7,26.4,62.9,46.2,
2693,447,비스킷/쿠키/크래커_쿠키의 정석 오트밀레이즌,5.26,18.42,65.79,,13.16
2694,526,비스킷/쿠키/크래커_쿠키의 정석 초콜릿청크,5.26,26.32,65.79,,26.32
2695,487,비스킷/쿠키/크래커_쿠키의 정석 퍼지브라우니,5.26,23.68,63.16,,7.89
2696,526,비스킷/쿠키/크래커_쿠키의 정석 피넛버터,10.53,28.95,57.89,,10.53
2697,466,비스킷/쿠키/크래커_크랜베리 화이트 초코 쿠키,5,,,47.5,
2701,500,비스킷/쿠키/크래커_크리미초코 감자 쿠키,6.94,,,27.78,
2702,557,비스킷/쿠키/크래커_크리미치즈 그레인 쿠키,9,,,24,
2703,434,비스킷/쿠키/크래커_크림치즈비스켓&딸기잼,6.52,,,16.3,
2704,510,비스킷/쿠키/크래커_클래식 르뱅쿠키,6.47,10.12,,25.32,
2705,486,비스킷/쿠키/크래커_트리플 초코 쿠키,6.25,,,42.5,
2713,403,비스킷/쿠키/크래커_현미누룽지칩,8,2.33,87.33,0.67,0
2714,529,비스킷/쿠키/크래커_화이트 초콜릿 카우보이 쿠키,5.88,,,36.47,
2644,591,비스킷/쿠키/크래커_갈레트브르통,5.9,40.5,50.6,18.6,
2648,450,비스킷/쿠키/크래커_다크초콜릿마카다미아 쿠키,3.33,23.33,56.67,30,16.67
2650,433,비스킷/쿠키/크래커_더블퍼지 쿠키,6.67,20,60,36.67,16.67
2651,384,비스킷/쿠키/크래커_돼지바 쿠키,5.83,21.67,37.5,19.17,75.83
2654,553,비스킷/쿠키/크래커_마카다미아,5.26,,,34.21,
2658,400,비스킷/쿠키/크래커_마카롱꼬끄,8,,,25,
2660,487,비스킷/쿠키/크래커_발로나스모어 쿠키,6.8,,,30.86,
2667,440,비스킷/쿠키/크래커_쑥단팥스모어 쿠키,6.37,,,29.33,
2668,535,비스킷/쿠키/크래커_아메리칸 쿠키,5.81,,74.18,40.34,0.39
2669,512,비스킷/쿠키/크래커_아몬드 로쉐,16.2,25.7,54,39.8,
2671,375,비스킷/쿠키/크래커_알콘칩스,4.41,,47.51,13.62,
2673,418,비스킷/쿠키/크래커_약과 크림치즈 쿠키,4.62,,,23.08,
2672,452,비스킷/쿠키/크래커_약과 쿠키,4.62,12.31,78.46,33.08,21.54
2675,546,비스킷/쿠키/크래커_월넛 초코 쿠키,7.38,,,24.46,
2677,450,비스킷/쿠키/크래커_잉글리쉬토피 쿠키,3.33,20,60,30,33.33
2682,432,비스킷/쿠키/크래커_초코칩 쿠키,5,,,33,
2686,526,비스킷/쿠키/크래커_초콜릿 청크,5.26,,,36.84,
2689,522,비스킷/쿠키/크래커_칩카사바,1.48,,,2.5,
2692,563,비스킷/쿠키/크래커_코코아망,9.5,37.7,46.3,23,
2698,518,비스킷/쿠키/크래커_크랜베리아몬드 쿠키,6.4,,72.81,38.52,0.31
2699,433,비스킷/쿠키/크래커_크랜베리월넛 쿠키,6.67,20,60,30,0
